id,head_repo_id,base_repo_id,head_commit_id,base_commit_id,pullreq_id,intra_branch
3729333,9770684,3584542,113100008,112992239,10,0
3774984,9861158,3577893,115085659,93168486,17,0
3777861,9866036,4060169,115208506,72152129,11,0
3868959,10191868,3989504,124482929,56203292,18,0
41448319,102026943,3482215,1051669057,1051656594,244,0
4322875,11168868,3949214,144870151,56637347,8,0
19740141,52757248,4003012,575610700,84452586,3,0
5228531,13441737,3677473,184338232,176245443,15,0
8802830,15032293,3569675,294021227,294021174,271,0
52736449,33338663,3838791,1257179879,1188825159,339,0
53445773,87556597,3796044,1269081319,1242090544,118,0
54006857,89240060,3307856,1278072308,1144143351,32,0
35406229,89546448,3257820,925942274,912046432,44,0
35688478,55262262,3643979,931597255,931471853,106,0
4237641,10981126,4029478,141183033,140784130,40,0
4259986,11013111,3884072,141801330,57982580,1,0
4267197,10822937,3460829,142570862,141358001,150,0
25659316,67599838,3803810,718484830,718482365,397,0
4428197,11408637,3448690,150200136,150192716,100,0
4448486,11463963,3456320,151318990,127370983,25,0
15442456,39023925,3370880,463612017,420292036,19,0
5053621,12874457,3771799,176749749,176749711,201,0
5192179,13360625,3918504,184032303,177419724,18,0
20458168,52672527,3937397,598444570,573800746,373,0
52436161,120966261,3257571,1251372311,1142315450,615,0
3730687,9771822,3239929,113115651,113115641,14,0
41633339,102027414,3482215,1054900762,1054900749,273,0
14133735,34981534,3507032,432329699,411283815,42,0
24983657,65831717,3916873,703560032,703252629,1149,0
4428759,10759573,3456450,136038704,149741858,22,0
4570511,11684661,3448690,155953781,155953482,117,0
4752539,11198628,4052826,158373041,154641313,1486,0
14515104,35677116,3901398,440453694,438414818,140,0
14858361,37308337,3666998,448964469,447957890,46,0
5099800,13006402,3961348,179005662,157938736,42,0
5113604,11264531,3776200,179546653,179370961,27,0
5303058,13506643,4084454,184808317,184808156,37,0
5379522,13561969,3592312,185349196,185349150,1,0
34590719,73999191,3776200,907135354,906378745,184,0
34684941,44761337,4072041,908476464,908476457,154,0
13401115,34143653,3449208,414923464,414904639,22,0
28963492,69923836,3964906,789646141,746956916,36,0
4022622,10523178,3868179,131982242,131979183,73,0
4189653,9762352,4050797,139064886,128378232,418,0
4436956,11424976,3877153,150802207,150699019,13,0
4733065,11308858,3744310,158060960,148998615,75,0
14739788,37115632,3849068,446465012,332518631,26,0
5485138,13644730,3573472,186078084,98834589,35,0
20419593,54795068,3405229,597335625,378517578,38,0
20625890,55274035,3988982,601238052,600988434,8,0
34765188,83260588,3673469,911397367,910826921,11,0
13768325,34828082,3526781,423395829,423194655,70,0
3935279,9380793,3455172,127754201,122452991,53,0
3960150,10389384,3934155,129064378,117216676,175,0
4294713,11107870,4111376,143642924,94460322,4,0
4516789,11573267,3961663,154584512,149337448,20,0
4572747,11686228,3448690,155953708,155953709,134,0
4653191,11742931,3633543,157054308,40161011,1,0
4713140,11785565,3849233,157829250,157651164,20,0
4933776,12376242,3430159,171957324,171957321,3,0
19546942,50358984,3964466,573021229,498672560,57,0
15161567,37532264,3490717,456097720,455225559,18,0
30779309,52672527,3937397,827137991,826577584,452,0
5108171,13025460,4079564,179375719,156785987,44,0
5432236,13600394,3901398,185715935,185715914,28,0
20082046,30611976,3836506,589982009,589179273,15,0
41134970,101490882,3284525,1045916191,1042885998,55,0
34509484,74552894,3459120,906526346,891633526,363,0
34511783,67385957,4062707,906544302,902336736,627,0
18378077,13637067,3669648,545600335,531013971,53,0
8920001,9629582,4098196,299371960,299371957,28,0
4022153,10525628,3937397,131959254,128836028,199,0
4168766,10837564,3468712,138205597,117819276,267,0
4831332,12135550,3488235,161591967,160659032,20,0
4907989,12459033,3867897,168582235,43410456,1,0
4908387,11779421,4025538,168628602,168628581,200,0
36711925,92356080,3478634,952336734,933919689,4,0
37081582,42274538,3480960,960018834,956908432,87,0
15508259,39218474,3694112,465934887,446455423,4,0
18714229,43383664,3487116,553584379,544688242,96,0
18819487,49825801,3737872,556072966,556056620,6,0
3561107,9343316,4050797,104086370,104086369,380,0
3678234,9692910,3335650,110955744,110955735,45,0
3781560,9632615,3221562,115613686,115613683,57,0
3825022,10035881,3483589,119561399,119561369,54,0
4088441,10601382,3457655,134810456,133487822,6,0
36363358,91604918,3491409,945015355,658855583,22,0
4627793,11724172,3938939,156728607,156728294,53,0
4753756,11815822,3759111,158392638,83421724,16,0
4780080,11755009,4079946,157893145,157249041,79,0
4849216,12193706,3883067,162211550,162211536,33,0
63366376,99757966,3475793,1406677717,1406562740,383,0
4951673,11698221,3590388,172553619,172185980,89,0
5001984,12753725,3843042,174561182,171940533,77,0
5175367,11754838,3900442,182603595,175527969,30,0
5291105,13499275,4066370,184733201,172642876,11,0
5394902,13574031,3458693,185454612,185454556,83,0
46735199,88936864,3455406,1152138910,1152058284,195,0
18655889,50275727,3875170,552197274,548758398,55,0
3613577,9528940,4016239,106339930,104966900,11,0
3701094,9736847,3487666,112165707,112165664,5,0
14377496,35745761,3322343,437522647,435996829,32,0
4189616,9762352,4050797,139063394,128378232,416,0
4347399,11217053,4052826,145923429,145879194,1319,0
4653668,11610361,3322849,154504228,154504227,118,0
4829206,12171089,3506962,161554014,161553941,22,0
4917759,12503103,3649342,169646250,169646233,42,0
37027525,93049404,3796599,958983288,719805443,6,0
19541947,49822968,3237241,572957260,555909978,120,0
19871401,53178032,3949513,580260338,389057675,25,0
15139088,37937325,3221562,455531103,452094552,123,0
31227192,67599838,3803810,836938250,836938370,428,0
5053526,12874099,3771799,176746257,176742234,197,0
5066676,12895525,4079946,177360834,177093366,107,0
5201834,13344975,3810680,183988161,91464828,8,0
5256853,13162760,3610783,184524187,184013049,382,0
5434029,13103774,3448690,185731706,185731704,163,0
20277466,35275631,3868179,594314622,593768234,418,0
3652501,9635674,3610783,109890128,104244133,270,0
3687836,9704843,3968588,111242952,111242927,29,0
3720692,9761285,3870280,112973587,112973583,7,0
3769255,9848011,3809317,114794530,84337894,12,0
3814633,9645799,3483589,119160670,115757361,51,0
35752999,43407954,3815329,932801367,846641856,27,0
14183429,34439047,4074549,433498178,429877073,76,0
14378122,36230088,3375631,437541152,84736080,7,0
62007959,135042795,3427194,1388816742,1315436272,32,0
19174080,44452093,3596273,563740742,538384039,67,0
19281939,43451905,3364629,567429810,565110646,20,0
19470473,52282174,3338987,571771840,571771554,3,0
4026034,10534385,3875170,132148307,120737753,12,0
4067408,10618187,3916112,133803721,126832298,67,0
4070330,10624750,3309146,133956345,133936338,3,0
4211373,10938198,3610783,140156398,138477326,315,0
4315590,10389384,3934155,144526263,144525635,198,0
4315658,11153115,3777704,144529472,131513658,2,0
36258835,91390233,3387341,942925067,890969031,97,0
25366117,66875160,3849233,711649646,709786705,48,0
14585610,36612771,3964466,442040956,439436483,34,0
10278426,16897033,3483589,341171689,339190222,179,0
5097872,13003183,3874746,178915125,137095963,6,0
3584606,9440424,3296594,105326681,39947675,3,0
3721959,9762352,4050797,112989876,110748822,386,0
35148672,54421271,3249079,921259008,899551463,73,0
35298141,88936864,3455406,923949955,921989741,116,0
25724800,67753025,3834169,719859488,682626267,117,0
4470087,10477488,3309141,152369544,152369542,75,0
4672560,9511748,4091997,157277406,118951529,7,0
4731383,11798848,3503534,158044640,157640593,56,0
4880501,10655386,4052826,165262075,162875685,1514,0
14536691,36525128,3754204,440902452,440848655,5,0
36703021,92120699,3803810,952190302,943493882,448,0
36965533,92915481,3320100,957757001,322327177,8,0
15207338,38133869,3944096,457331845,280830389,5,0
15310322,38123666,3949214,460134814,319984571,25,0
8478086,9629582,4098196,280367835,280367823,22,0
13868615,34923693,4049563,425911147,425911139,105,0
47118079,106009169,3260006,1158376645,1158252061,111,0
3729148,9675170,3460829,113098764,112880745,115,0
35302259,89378924,3515909,924023126,894803593,60,0
9802758,11740893,3713616,329447573,290534814,9,0
4365972,11248222,4080554,146651701,118421523,2,0
24996519,66017934,3459120,703818972,697055438,302,0
25500879,65985873,3382354,714842795,714728668,799,0
4718078,11789766,3789575,156096465,136036796,18,0
15162154,37964234,3456450,455833412,416572736,46,0
15306950,38447601,3514910,460031338,460021233,18,0
30866942,55732826,3815757,829299763,827168574,525,0
5092230,12988296,3243193,178641598,176784119,163,0
20127897,54059253,3868179,590986502,588903747,411,0
13706870,34626754,3785263,421628174,421269849,442,0
3960198,10389384,3934155,129066027,125671449,176,0
4375765,11272100,3671191,147019529,141734200,32,0
25060868,66172781,3529329,705185149,702846684,64,0
4437669,11434839,3667863,150831211,137404763,98,0
4481118,11526535,3276565,152795265,151154059,127,0
4827270,12169642,3501238,161517636,161517635,18,0
4899665,12414643,3332091,167387461,84290244,7,0
19553386,35275631,3868179,573087706,568339932,401,0
5224036,12492657,3274591,184305202,184305201,71,0
5427202,9788765,3815757,185679581,170609252,98,0
20373706,54682568,3667863,596324560,551300174,124,0
8610232,9629582,4098196,284329173,284329161,24,0
8976085,9790199,4025538,300152142,300153052,290,0
35148625,88998549,4079946,921263242,719562280,415,0
29614103,69665519,3932133,803802369,780715384,67,0
4019080,10518911,4110896,131806045,130493206,2,0
4048802,10522589,3947473,132953811,131895765,11,0
4173544,10864553,3558353,138424188,138383015,1,0
42378039,56133280,3995636,1069775007,1067944471,50,0
4434612,11421029,3610783,150619892,141812287,334,0
14883626,37348649,3451332,449506512,429952982,6,0
55520849,125528682,4062707,1296693471,965570455,670,0
5026838,12800551,3942253,175494742,175494710,1,0
5163321,13146246,4052235,181736883,181724841,2,0
8629853,12874457,3771799,284638228,284638225,279,0
52565875,14273456,3468479,1253883065,1253876601,417,0
18790288,9675170,3460829,555391150,551007338,222,0
61239836,55262262,3643979,1378192491,1335484082,143,0
3747989,9791201,3482397,113483003,113482979,20,0
3767273,9840510,4049563,114575214,89368298,48,0
9150195,16513561,3898579,307360023,307360020,227,0
41185341,54421271,3249079,1046851622,1046373806,107,0
53615399,121355712,3883067,1271915259,1266365393,119,0
35498155,68624345,3570907,928069495,883304785,119,0
3909856,10281039,4039094,126590431,117813049,20,0
24920573,65856219,3615223,702167995,289224517,4,0
24926990,60737448,3700554,702364822,688190507,9,0
36468329,91817589,3875170,947064823,861667729,115,0
62541499,135733036,3968588,1395648091,1395645025,58,0
19547337,50358984,3964466,573027112,498672560,60,0
20660954,55378966,4126920,602751463,539217182,203,0
34686686,83472060,3257571,908510088,908510079,552,0
13768599,34437497,3345927,423397242,419061018,21,0
18396047,32977568,3482215,546022211,541940779,71,0
3596606,9340578,3916184,106018490,106018488,100,0
3939099,10343330,3503534,127847480,127088075,43,0
4247256,11003229,3257571,141427869,141427752,307,0
54269952,33737559,3749320,1282187107,1278946745,69,0
25761849,67837630,3619728,720623901,674235305,282,0
5216912,13003183,3874746,184253539,179936304,8,0
3832034,10051310,3440246,119961341,112772788,23,0
3859954,10159184,4030195,123486423,107339810,35,0
13983205,35332390,3749320,427961489,417942963,40,0
3953538,10384371,3773942,128765146,110930863,44,0
4188423,10889715,3899212,139009858,133214040,42,0
4197531,10655386,4052826,139362218,138573450,1244,0
4379708,11272100,3671191,147535171,141734200,42,0
25397481,66968592,4063290,712537131,439502688,2,0
4544833,11661190,3646378,155471699,141390500,355,0
4594812,11700873,3803810,156247011,156246682,41,0
4634978,11729739,3977269,156810882,143903993,2,0
4670750,11755228,3396666,157151537,157151498,18,0
4688770,10601382,3457655,157490913,157490911,20,0
14876394,37337689,3565760,449354391,342936436,2,0
15532948,39531936,3648313,467046949,411584509,67,0
5325301,10105839,3555363,184950332,184950328,9,0
5382254,13563958,3669648,185367348,185367346,3,0
40991225,101205031,3284525,1042785312,1040522764,54,0
34672315,87961223,3803810,908246862,892570083,440,0
18480107,49825801,3737872,547712701,547710689,2,0
18681239,46769703,3626337,552868507,541606827,157,0
3551534,9315037,3868179,103994176,103994174,61,0
3570189,9316061,4052826,103997405,104048084,950,0
3811245,9885261,3323279,118896399,118869523,34,0
14033688,35452498,4023151,430404251,313413860,4,0
25118054,66265183,3488235,706217343,706181947,93,0
4570683,11034399,3460829,155955933,154762502,162,0
20016784,53688385,3960450,586795687,586794719,58,0
20050244,53857842,3257585,589143023,236333619,17,0
5258899,13478522,3667863,184536503,183983320,103,0
5343178,13535040,3828799,185077173,185077132,73,0
20070520,53836231,3663439,589689752,584188113,56,0
41062509,101358227,3572918,1044437069,906071189,21,0
34758225,88259478,3551452,910284920,329135329,13,0
18633217,49791071,3946031,551637774,551202720,475,0
41205142,54421271,3249079,1047060440,1047035075,109,0
25321586,66346585,3937397,710674755,673545220,411,0
4791914,11848969,3527453,158985755,145917514,20,0
4913015,10655386,4052826,169082911,169064732,1535,0
10500359,13412911,3832087,346890183,184235045,15,0
15498370,39218474,3694112,465556482,446455423,2,0
30780410,50498728,3815757,827166250,825672976,522,0
5168136,13159173,3344878,181933912,98018754,36,0
24012197,60737448,3700554,682514379,681512893,8,0
18818383,49825801,3737872,556055577,556044207,5,0
24659565,12868505,3800137,694583079,691847466,12,0
3904866,10268870,3669648,126311621,126311600,1,0
3959385,10393761,3786820,129034203,126430956,5,0
4316204,10389384,3934155,144551587,144526609,199,0
4415098,11380381,3377624,149593175,78444924,10,0
36201529,91273185,3932133,941750751,929035316,75,0
4425791,11244758,4076729,150041908,149982270,10,0
4621094,11718817,3666998,156624567,141694064,22,0
4677837,11408637,3448690,155953712,155953713,132,0
14745319,37126821,3632149,446608138,372519346,10,0
4971480,12650347,4012247,173355575,128584130,18,0
5303916,13507211,3803810,184813610,181508790,66,0
5308108,13506643,4084454,184839603,184839600,39,0
5316039,13162760,3610783,184887729,184013049,387,0
20310727,54526694,3463267,595015914,507711973,3,0
8740011,15032293,3569675,284842064,284842063,260,0
13785731,34845102,3721651,423509773,92573410,1,0
3616348,9525648,3470833,106356766,94992982,10,0
3740068,9759217,4082420,113272766,113272764,5,0
3747021,9790199,4025538,113469541,100620489,152,0
41574197,54421271,3249079,1053819230,1049435666,113,0
35174586,89148007,3308401,921782338,842596945,33,0
14004071,35404500,4124435,429361651,418552774,9,0
9637837,16297854,4032745,318857778,224269266,25,0
42328917,69869018,3836506,1068818298,1068815363,58,0
4462754,11490125,3824646,152078188,152078142,36,0
4473966,11514205,3631982,152481068,147774822,5,0
14706980,36951488,3420668,444743768,424371102,54,0
4989689,9885261,3323279,174117011,174101871,53,0
5148671,12976248,3959125,181099058,178343678,13,0
5243009,11681398,3629115,184440629,176333480,15,0
3648987,9629582,4098196,109496616,109496533,2,0
9303271,11336235,4025538,309083713,309083707,303,0
47646893,74702794,3475793,1167395255,1163559553,43,0
3934797,10333091,4120399,127743463,118536558,1,0
3955164,10387218,3480960,128871785,127687188,5,0
4189426,9762352,4050797,139051704,128378232,412,0
4206397,10926579,3960450,139873307,139867151,27,0
4254504,11007392,3631982,141498440,141477186,4,0
25518312,67259565,3886744,715178989,430743485,7,0
4887378,12371958,3460813,165976073,165975843,9,0
15043204,37586585,4079564,453197282,382969367,87,0
15070810,35677116,3901398,453800769,452880933,187,0
15582034,39787220,3803810,468811167,468738483,299,0
5120363,13049584,3928909,179809814,138819555,45,0
5359196,11815055,3629997,185199472,183985519,10,0
5399313,13577079,3744310,185484778,161536997,84,0
5449464,13617461,3449249,185835973,185835970,9,0
5482309,13642729,3818682,186058437,186058411,122,0
13563835,31433018,3845550,379463697,328163942,407,0
3808715,9998677,3700561,118607568,114402600,16,0
35170528,89136200,3667342,921701143,49558453,9,0
14481964,36415587,3947473,439724546,431879194,41,0
61647447,126004617,3272476,1383503241,1383367979,163,0
62268813,132082042,3638225,1392155531,1371748841,50,0
18995112,50055932,3817405,559665760,550276985,4,0
4174465,10865933,4012140,138460031,48459540,1,0
4228613,10970780,4012712,140809766,85338632,1,0
25082320,60737448,3700554,705568430,703318748,10,0
25538023,67301417,3980561,715563360,694743372,25,0
4462836,11490125,3824646,152081096,152078142,37,0
4666769,11752370,3855285,157212474,149337504,1,0
10606378,13665215,3935761,349314918,326184100,28,0
19584631,52511469,4124435,573391974,418552774,13,0
20185120,54213301,3365243,592247199,539079964,73,0
20592501,55269353,3237241,600968758,595717300,127,0
23625130,13444652,3989504,673970638,470811621,46,0
13666672,34459657,3292803,420445378,420133657,4,0
3612404,9520755,3931328,106332782,43818378,59,0
14178052,35659512,3516359,433393173,406398882,9,0
19096905,50524431,3612475,561949056,560590653,44,0
4358619,11235740,3458693,146268530,136203344,69,0
4476235,11254461,3828799,152591612,151908059,51,0
4748215,11811925,3458693,158320210,136203344,74,0
4814128,12114888,3785539,160066425,125743678,1,0
14671972,36752070,3831121,443097840,390492541,44,0
19566125,52452139,3801676,572981729,572981734,3,0
15474187,35682867,3619728,464667445,453727259,187,0
5387126,13568355,3499265,185402148,173416457,9,0
5402211,13579342,3870280,185497982,184299147,12,0
61057109,56133280,3995636,1375290456,1374685656,84,0
3819572,10024429,4050797,119371576,119371561,394,0
4012237,9340796,3483589,131548108,130548530,64,0
4206248,10926206,3876329,139863318,139863311,1,0
4284759,11089558,3534037,143264811,138742656,2,0
24837764,65637569,3720212,700115925,695341945,261,0
36291008,84573914,3443054,943587886,943502976,17,0
4703993,11778626,3358156,157686465,143658603,4,0
14669552,35934465,3870968,443060727,405105525,75,0
14789118,35934465,3870968,447544510,405105525,78,0
5044441,10079632,3483589,176405719,176405707,88,0
5053397,12873592,3771799,176736627,176463470,195,0
5282024,13494246,3971715,184678625,178859121,4,0
5365232,13552290,3769263,185242601,86038990,4,0
20295668,54495779,3365243,594719090,592268923,75,0
3612418,9520813,3931328,106332848,43818378,62,0
3881852,10229015,4009751,125335682,124847036,28,0
8976075,9790199,4025538,300153055,300153052,287,0
53299179,100176087,4062707,1097229878,965570455,666,0
14293022,35881762,3714449,435638686,435592474,99,0
3950602,10378441,3776282,126962174,126753941,1,0
14515703,35677116,3901398,440465553,438414818,141,0
14566332,35275631,3868179,441780928,441687369,302,0
19989073,53627381,3405012,586517530,386733368,10,0
31150618,42793736,3257571,835490651,835065851,525,0
4954359,12635197,4044687,172590404,155732948,317,0
5357135,13529111,3626459,185184620,185184618,3,0
5424611,13566142,4007658,185661708,185661704,18,0
5478246,13639885,4029478,186030788,186030766,51,0
20391656,54730067,3482215,596728209,596113282,79,0
8490122,14591076,3494235,280444846,280444829,18,0
23796089,60904836,4116241,677796613,657114124,17,0
13602143,34459107,3448254,419341259,404942184,222,0
13649937,34532743,3292803,420296970,420133657,3,0
61397549,37702161,3808791,1380478410,1379158599,5,0
3734953,9775652,4016239,113171208,113171178,13,0
3776900,9863816,3828799,115146629,115106743,30,0
13961459,35275127,3562120,427642529,398581192,19,0
18936027,43643362,3666998,558412630,557927724,56,0
3907555,10158922,3237028,126437129,123477208,86,0
4067224,10617781,4059929,133794146,45911785,4,0
4423411,11162574,3309141,149964916,138381431,74,0
4569822,11684259,3471964,155946006,38486563,1,0
4632046,11727465,3553234,156778538,149973499,4,0
14708941,32394791,3297437,445125508,394414202,52,0
15364763,35275631,3868179,461342270,461255315,335,0
5011094,11344680,3739910,174885120,169628511,5,0
23703263,62368844,3586739,675625316,675398477,2,0
3796926,9913021,3700554,116673195,116130837,2,0
61604282,134494601,3346166,1383071262,106421653,27,0
4265093,9762352,4050797,142467415,140499407,425,0
4283595,11087274,4006751,143218926,103324299,1,0
24912891,65831390,3323279,701926065,581006405,109,0
48461958,44761337,4072041,1181230957,1179222058,194,0
4486332,11254461,3828799,153020513,152605586,52,0
4586279,9738701,3900838,156125638,139802181,150,0
4933464,12579204,4029478,171948303,170262568,47,0
19610593,52536797,3225386,573663895,50588728,1,0
15562556,39767467,3446959,468110613,242656523,65,0
5114543,13025377,3725092,179594375,179593087,12,0
5186784,13346246,3983324,183992427,132765927,7,0
5255110,13476235,3734400,184513477,172452881,45,0
5277975,13368736,3629564,184333404,184053119,18,0
52889596,33741696,3456320,1259812392,650452145,62,0
3810246,9885261,3323279,118736029,118736021,29,0
4236890,10987768,3725092,141139518,135887856,9,0
4336040,11194314,3367002,145422574,53454892,2,0
4370803,10389384,3934155,146779095,146779091,208,0
14537894,36527953,3868179,440938965,439445668,298,0
14659564,36743563,3759111,442917340,431304173,32,0
14732676,37101790,3559207,5925723,3178401,11,0
15021253,37608085,3260880,452686946,452614978,42,0
62751716,120467635,3981786,1398503883,1380834116,26,0
19581492,52509443,3502361,573361238,554313993,4,0
19606207,32977568,3482215,573618825,573618820,75,0
5135604,12337666,3246653,180504694,177736486,8,0
34707132,88053783,3386701,908983475,857904087,58,0
34955762,88732461,4094522,917649024,877440440,37,0
18522049,49922224,3946031,548664869,548542699,471,0
18534954,49961297,3831121,549031682,521727469,51,0
3679725,9648184,3670132,110981087,61493269,5,0
47700475,67951695,3803810,1168284406,1165191673,526,0
14141790,35127088,3578648,432517009,432301508,33,0
14307915,35852072,3459120,435909734,435905873,190,0
4063716,10608402,3417069,133601655,101359018,70,0
42204092,69869018,3836506,1066438616,1013873379,55,0
4422937,11244758,4076729,149949831,149948611,8,0
4778813,11837278,3870968,158720236,158720054,8,0
4884353,11762907,3278618,165572507,157395290,9,0
30625930,70326837,3832348,824074031,755531882,202,0
36484009,91668548,3755721,947294073,406755338,10,0
55432433,125496431,3810680,1296276539,1124600609,66,0
15210762,38133869,3944096,457472171,457377786,6,0
15377927,31413312,3932542,461901498,444835399,31,0
15398838,38871740,3535489,462351679,440745217,22,0
15400570,16897033,3483589,462387230,462384624,228,0
15434120,38993043,3290815,463332979,463331950,8,0
20578132,54565638,3831121,600856177,521727469,54,0
8800988,15032293,3569675,293997797,293997795,267,0
18877951,38683369,3459120,557225875,556157615,277,0
14209436,35719925,3960450,433997671,433349756,48,0
3904041,10266547,3263179,126257879,96817493,2,0
30211664,38002975,4028749,816084432,813906913,76,0
15309999,35275631,3868179,460122408,458313458,333,0
15582747,39879973,3582727,468880297,40543800,4,0
5302633,13506384,4140529,184805442,178114634,5,0
3625124,9526785,4116033,106410481,106410476,5,0
9558755,14953988,3513049,317193008,317192991,9,0
3946082,10368467,3427589,128395119,93936236,12,0
4130098,10656530,3374253,136279625,136174308,49,0
4352182,11225322,3417069,146092045,137401039,73,0
4441940,11445506,3868179,151036706,149725752,85,0
4778089,11788813,4055747,158706796,64389133,3,0
4895028,12165372,3916184,166494067,161418118,115,0
14792044,37203327,3582012,447595801,438537306,48,0
19714731,52725474,3918096,575396246,575396205,70,0
19815272,52593624,3609299,574207034,546160453,82,0
20035392,11350320,3322849,587939738,535050553,387,0
5108434,13026062,3977633,179384998,179384947,4,0
5109111,13027124,4060169,179401280,123755780,14,0
5328721,13524327,3710651,184974505,48082851,2,0
20429656,54831411,3298163,597652260,596987995,16,0
35022894,88370443,3257571,918792679,916553551,568,0
3888239,10079632,3483589,125647379,125644566,60,0
53344202,56119194,3570907,1267149240,1255097476,170,0
4051398,10247287,3448690,133099561,131413055,85,0
4159790,10839511,3721355,137844688,103797634,39,0
4283822,10655386,4052826,143228201,143173017,1278,0
41874483,83794970,3298163,1059780163,1036740038,39,0
4574617,11684661,3448690,155953775,155953774,120,0
4944690,12618422,3677473,172308112,165171899,13,0
14608020,36651192,3317994,442273751,442273744,47,0
15013479,37561931,3868179,452368468,452141251,324,0
19775163,52934029,3344878,577381377,359285497,41,0
5173595,9694677,4062707,181378663,182362582,283,0
5400197,11714502,3837476,185491241,185491240,116,0
20209446,54262340,3562249,592720796,345129157,2,0
8826762,9629582,4098196,294348290,291400082,26,0
40632152,100511878,3720212,1035767110,1024698151,353,0
40892181,101022366,3827937,1040928487,880652782,42,0
14348254,35957280,3636149,436747645,423231569,50,0
4291331,11103160,3804800,143531343,136628243,25,0
36058174,35517075,3253649,938558156,901272600,13,0
4581283,11691503,3257571,156072156,156072048,312,0
4686572,11767338,4025538,157462928,156873870,184,0
4870437,12305180,3322849,164314391,164314113,131,0
10252987,11740893,3713616,340614470,338035974,11,0
55149993,125304427,3991505,1294453732,1011241325,21,0
15197985,35677116,3901398,457017382,457017380,196,0
15619882,16897033,3483589,470546525,462387451,230,0
5317557,13516423,3598772,184898245,184898153,69,0
5366131,13553000,3788643,184700566,169076474,8,0
13656267,34540212,4119621,420374609,46334359,1,0
29489330,3139101,3308205,800932185,799903791,492,0
61430325,132757871,3569675,1378724226,1230655114,432,0
3688631,9707071,3717073,111293591,74237571,5,0
3783801,9340796,3483589,115757363,115757361,50,0
47468079,32509325,3937397,1164267510,1163516853,519,0
9886359,10839511,3721355,331205575,145521261,42,0
4116901,10733608,3941114,135433255,43896228,1,0
4163503,10655386,4052826,137987892,137714002,1233,0
4422715,11244758,4076729,149944011,149941449,7,0
4486548,11512802,4103985,153028448,152996792,3,0
4781107,11782176,4098472,158756038,157771408,2,0
55444471,120158979,3815757,1296350025,1294092297,760,0
15474253,15076851,4062707,464669365,446966551,460,0
5280866,13493582,3610404,184671619,39930309,1,0
9576107,14985743,3590388,317339585,317339573,130,0
4134424,10780287,3621425,136469580,133925610,75,0
4333035,11188883,3596273,145294492,144886717,17,0
4373941,10389384,3934155,146822234,146822231,211,0
24908162,65772018,3427589,701316046,265464086,20,0
25369887,66887076,3547565,711751092,703856601,20,0
42516132,55458604,3794905,1072578830,1001379878,57,0
19726552,52699779,4066370,575123076,408829453,144,0
5029235,9889620,3653152,175780171,175780172,7,0
5106587,13022754,4079564,179332262,156785987,43,0
5229912,13444652,3989504,184347550,177200471,33,0
5389590,13570752,3776200,185420243,185420176,39,0
41014741,101249460,3720212,1043246879,1036502393,355,0
34625286,15670539,3576629,907412032,830708768,114,0
23687253,61759896,3883067,675313634,666769456,85,0
18590480,50111744,3396666,550623596,512325297,49,0
18627248,50200775,3570907,551496085,540197864,60,0
18784772,43643362,3666998,555220956,548374162,51,0
3700648,9736469,3538264,112141671,71194492,3,0
3849494,10098117,3453624,121696835,120748652,2,0
62396360,135557642,3818682,1393919612,1357218381,635,0
19194730,50055932,3817405,564567252,550276985,5,0
4020939,10523178,3868179,131908398,130288923,72,0
4155533,10655386,4052826,137608933,137611824,1230,0
4283128,11087171,3879037,143200423,139259544,14,0
4337568,11198628,4052826,145479983,144887953,1313,0
4383363,11323467,3610783,148076068,141812287,324,0
4554846,11671338,3249079,155701902,125407822,6,0
4918099,11767968,4079564,169660380,156785987,41,0
30591070,11308858,3744310,823551382,674655457,167,0
31080127,68690585,3237241,833648167,825983175,163,0
4985939,12624847,3610783,172420456,172197049,367,0
5001889,12753473,3470365,174555908,126259974,12,0
5036503,12834594,3660565,176118171,175011864,2,0
5063751,12913124,3282182,177241406,71896467,3,0
40919884,54421271,3249079,1041442431,1039627773,104,0
4224140,10961730,4030195,140644295,125165258,36,0
25354589,66843457,3457655,711371671,537782568,37,0
25444372,59755363,3947473,713631690,646156352,72,0
4626183,11529740,4007658,156704567,156704550,13,0
4685992,11408637,3448690,155953711,155953709,133,0
4730204,10855998,3814916,158026177,158026133,8,0
4905108,12441732,3981942,168080829,158450048,25,0
19697953,32977568,3482215,575211552,575211542,76,0
19816487,53116979,3663439,580012201,517587171,53,0
55081452,44761337,4072041,1293976858,1293976856,214,0
15159454,37959925,3491409,456075352,99220227,19,0
5021619,12800004,3622035,175485432,170818320,2,0
5041492,10389384,3934155,176281836,176152995,248,0
5090594,12961336,3528927,177984537,177526870,40,0
20290088,15607882,3626337,594602585,588602398,187,0
13827156,34992952,3636149,424952092,423231569,47,0
24112712,53988221,3237241,683660262,684584449,136,0
29883412,70033878,3459120,809564224,809042750,345,0
61737883,125346546,3496390,1384847360,1384669142,189,0
61865984,134841692,4062707,1386808003,1350250861,678,0
62014066,92679425,4028024,1388881129,1388875129,145,0
19408803,50055932,3817405,570135748,550276985,6,0
3915110,10301273,3961663,126950643,124456885,10,0
3930088,10324546,3849233,127528577,124836416,16,0
4014166,10509843,3605990,131621761,129957577,42,0
4105510,10725114,3551599,135221847,121684598,26,0
4187592,10105839,3555363,124330926,121870146,2,0
