id,head_repo_id,base_repo_id,head_commit_id,base_commit_id,pullreq_id,intra_branch
37949572,13637067,3669648,979278731,979247842,66,0
6318361,16443387,3899212,219098753,216418832,55,0
6451391,15960852,4050797,223521472,219982756,448,0
11462813,30665869,3572516,369971584,327210479,23,0
16297346,43624843,3619728,494429419,492656309,217,0
57740002,128923308,3834169,1327562066,771393947,129,0
57847128,129102711,3569675,1328736384,1230655114,430,0
12034558,31725064,3854451,383356533,96505947,2,0
6615758,15846801,3489912,228655296,225352693,10,0
32633919,83462393,3561152,868153372,259714244,2,0
12619330,30136082,3448254,396784105,374407368,205,0
12622854,32755331,3412911,396805928,383799127,191,0
51814662,120187515,3901686,1238113880,1237775895,196,0
40100823,94269114,3335650,1025827930,1025519277,82,0
21166697,56476726,3506940,612768894,595872330,4,0
21215642,32155296,3757704,538556168,578796622,200,0
5595676,14192848,3558204,196204786,192057479,2,0
5697617,14591076,3494235,201223633,200903397,9,0
6040113,10742041,3536691,211289935,154564605,42,0
6134395,15904474,4079564,213912059,205223030,59,0
6433139,16802679,4004352,223160607,201833580,1,0
11242699,30206206,3669648,364261494,363130966,47,0
44170614,33168023,3947473,1103559358,1097605560,109,0
12139846,31909789,3868179,385959365,385816582,260,0
12256680,32102546,3244372,388472813,388460539,6,0
32685006,49889830,4062707,868582021,858748693,607,0
16896842,45331869,3773279,508900833,501625801,25,0
33311231,85096365,3412911,883736651,823039007,344,0
59186038,121355712,3883067,1348734630,1348734631,126,0
18095035,44512567,3475246,538312426,538312425,47,0
37465241,94018358,3720212,968195363,938483400,329,0
5933075,15267407,3551834,208177357,65289689,3,0
26474909,69508223,3759673,736369224,732096800,33,0
6124383,15878229,4050797,213653107,203781853,434,0
6320148,15033395,3262222,219152437,219154304,49,0
6346219,16508759,4074549,219848960,199442479,39,0
6402301,13687597,3262222,222186031,219663015,52,0
11486829,30743894,3749320,370555173,367903915,33,0
43915750,106238077,3885614,1098635545,1092501497,14,0
16997220,40361021,4072041,485835604,507063909,85,0
58101587,129489496,3929176,1332687895,1110226510,102,0
45166896,94448978,3522741,1122559148,1045726852,14,0
12422212,32394791,3297437,392146452,391576378,51,0
12762291,32977319,3849878,399702369,384040574,55,0
22442301,59908242,3483589,647072094,646957641,250,0
40039332,99406931,3720212,1024582668,1022876136,347,0
12842582,33168023,3947473,402194254,377343748,36,0
20687120,55249692,3262222,603914952,601570840,238,0
20896957,39778330,3237241,606978762,606977777,129,0
49831732,116753927,3443054,1204481481,1204369829,20,0
5863520,10035881,3483589,204921087,204921073,111,0
5996806,15486256,3602386,209927843,209923371,33,0
11133099,30009275,3865410,361723939,361690444,350,0
43239037,11529740,4007658,1085813413,1085757504,88,0
43568727,106003315,3322343,1092113118,625218028,60,0
16132257,43018055,3938909,488279378,488279363,1433,0
6189432,16073446,3720212,215458116,214241063,90,0
6237928,16218342,3528927,216843029,177526870,51,0
16563024,44282679,4124435,500437011,418552774,11,0
16907305,45358200,3487668,509132226,502802023,96,0
16996935,45597279,3629948,511203789,450018926,41,0
34037898,86702325,3818682,898245233,888469160,485,0
5628019,14302552,3503873,197806289,38806905,7,0
5692012,14608586,3448690,201063011,200491857,174,0
5789270,13637067,3669648,200645288,186069679,5,0
5845544,14915692,4062707,204734053,204734045,316,0
16092376,12578372,4016363,487939379,487939373,35,0
38209294,74766344,3248407,984882525,815502517,23,0
6218197,16165557,3906049,216327341,95650324,13,0
11538267,30841291,3309146,371843556,366281836,9,0
16320588,43643362,3666998,494633076,489899207,47,0
16388097,43844394,4025538,496528489,469804639,366,0
44370163,107461356,3455406,1107651402,1100152944,178,0
11971290,31618448,3974783,381946550,55529206,14,0
7077009,15960852,4050797,244158270,243848083,469,0
22554978,49981826,3446959,646085828,242656523,71,0
33301596,85071096,3845550,883534722,850282956,635,0
23270776,60510941,3776200,666163252,632765250,150,0
17861994,11445506,3868179,532121380,531794916,379,0
5652471,14302552,3503873,199263244,199263230,9,0
5802811,14960506,3828799,204466531,203683652,81,0
5820559,12450398,3833618,171938581,204579192,8,0
16067451,12578372,4016363,487736548,487736525,33,0
31453594,49889830,4062707,839951854,789388690,596,0
11221760,30168205,3929176,363781829,346403909,59,0
27027498,70877333,3427194,748677814,714258723,25,0
16303813,38075981,3323279,494550555,494550553,106,0
38856296,93735745,4028749,997109576,904663207,101,0
32901597,84105663,3684834,874681436,724285915,138,0
58894135,13952236,3964466,1344809081,1344785601,103,0
12615343,32749080,3744310,396739988,372095396,127,0
28203584,66702537,3815757,773815490,772118266,476,0
17319165,46443490,3708578,518479315,511427773,61,0
51618035,42274538,3480960,1233912621,1231996015,138,0
20703580,55555647,4031316,604294347,561533526,8,0
20721862,52249856,3820287,571608633,604476619,9,0
20806180,55744900,3481952,606523125,606507055,15,0
20816319,9629582,4098196,607152890,607152880,56,0
5530641,13630640,3750437,186377627,186377612,22,0
26458291,69475615,4079946,736068475,719562280,378,0
6245456,14325041,3680976,217046195,217045921,18,0
6342251,16504199,4074549,219755918,199442479,38,0
6418676,16767161,4029478,222769780,186030766,58,0
59791433,117108020,3875170,1357158688,1349937982,316,0
34182223,87015029,3417069,901267198,882667419,169,0
12888025,32977568,3482215,403211326,403027378,47,0
37678298,94482757,3335650,973200168,745923920,77,0
5561808,14037711,4016363,193015664,191199227,23,0
5663930,14482060,3700047,200049838,199863932,2,0
5751207,14802786,3988110,202999239,191188198,21,0
5840635,13637067,3669648,204663815,204663814,6,0
5899267,15107615,3471847,205634009,205586184,8,0
16124865,9660758,3883067,488211113,488211109,70,0
21347065,32394791,3297437,617583746,519326867,60,0
6162071,15987947,4052826,214663638,214288729,1665,0
6296960,11853643,3296882,218519082,204999970,139,0
6350289,15670539,3576629,219929421,216675843,25,0
6410524,12194043,4021637,222314930,222314928,10,0
6497047,13637067,3669648,225095559,217940839,15,0
6535903,11801183,3928909,226340182,207448462,48,0
11580776,30901703,3624913,372712373,372703855,53,0
11727508,31161156,3412214,376172823,247645216,35,0
26867695,70489048,4062707,745213683,513776131,568,0
16857303,44242572,4062707,508061647,501983565,484,0
17152975,45980920,3224410,514711189,511721623,72,0
17275449,46330916,3977633,517538926,189027247,7,0
22482865,59897670,3989504,646923312,470811621,45,0
33471753,11529740,4007658,886655495,886652535,72,0
34379029,87451803,3535966,905158921,891623338,15,0
13023793,33483907,3229189,406285492,406229908,55,0
13102054,33623186,3702042,407964525,348302697,28,0
28401665,39415973,3490695,778031797,385004344,15,0
5725287,11264531,3776200,202178901,201752099,52,0
5858715,10035881,3483589,204921091,204921064,112,0
5873472,14730045,3932133,205139173,186202078,23,0
26394192,67128723,3959125,734783162,734735806,47,0
6214040,16153355,4025538,216210457,211104964,229,0
43827059,67599838,3803810,1096785919,1096771664,486,0
43893083,106570411,3988110,1098047965,1084101921,129,0
16781835,11529740,4007658,506199828,505655883,41,0
16903004,41840327,3455406,509034597,480855423,37,0
39228518,92866504,3964466,1007224851,1003767573,95,0
12381281,31719281,3932063,383279103,381889316,3,0
7300540,10655386,4052826,250423976,250328041,1716,0
22814386,60828454,3317994,656440804,629891222,75,0
17433418,46756493,3570675,521038773,503056825,80,0
40241066,99595864,3455406,1028515041,1026841773,159,0
8117055,16165557,3906049,273133627,222898859,26,0
13283735,14593249,3785263,412313562,412306846,424,0
46310490,97965963,3946031,1144354026,976243602,575,0
56993727,126004617,3272476,1320841356,1320841349,109,0
5984898,10035881,3483589,209599748,209405754,120,0
5988951,10035881,3483589,209711492,209625647,122,0
26310617,69115430,3590388,732903742,663012549,193,0
10707406,9340796,3483589,350666653,350666640,189,0
37979128,92679425,4028024,979906921,974659458,113,0
43852311,100176087,4062707,1097255225,875276153,648,0
43960073,44761337,4072041,1099650609,1054146863,169,0
11983671,31643734,3960885,382300129,381996586,7,0
27424023,71800073,3412911,757162845,756517709,296,0
12620891,11715850,3353365,396793920,387616510,22,0
33281607,85027457,3335614,883157933,872550904,3,0
51929960,11529740,4007658,1242430904,1240997824,103,0
34150480,86933882,3570907,900441348,883304785,116,0
17866180,45313945,3373010,532175752,531888298,43,0
49755291,116753927,3443054,1203101872,1005901157,19,0
5580437,14140383,3602386,195639421,195639419,30,0
5626556,11264531,3776200,197763059,196401371,46,0
5632542,14319290,3870280,197930786,197162707,17,0
38053763,40361021,4072041,981530249,960137380,162,0
6120452,14325041,3680976,213544151,211065865,11,0
6205746,16128371,3461017,215980553,199934236,145,0
6265705,16293836,4047057,217562697,140928820,167,0
6291946,16375005,3870968,218379724,216840696,40,0
16740097,44838241,3515909,504730337,498402293,30,0
12172109,31962501,3868179,386673955,386652616,262,0
16775521,12578372,4016363,506011895,506005905,60,0
12411627,32236279,3449787,390660281,336761590,13,0
12787187,33067622,4044687,400877568,258088831,462,0
22682380,60290393,3411968,650796592,646797994,87,0
17355335,11586963,3946031,519400372,516422744,450,0
51750157,120045139,3322343,1235895560,1128747333,63,0
3272035,2394083,3257571,96859303,96470850,263,0
5646494,14302552,3503873,198906851,198906842,8,0
5695636,14618459,3828799,201168262,201163111,77,0
5986137,15456981,3651750,209633999,91857529,5,0
21295472,56861196,3322849,615917498,589615411,392,0
6164678,15849615,3337027,214727003,214239399,3,0
6503678,15456375,3371881,225331844,225265984,162,0
58069779,101903700,3629564,1332163809,1164824583,58,0
22208837,30611976,3836506,642148411,640976233,26,0
16995787,45593343,3827492,511195833,438464514,15,0
5724946,14591076,3494235,202166861,202163827,15,0
5824028,12623253,3806002,172390700,54239466,1,0
11197918,9340796,3483589,363259259,363245666,195,0
6434660,16808746,3663439,223211282,202805003,24,0
16707291,41434616,3754204,503349470,503349463,14,0
11932480,31546067,3725092,380968576,343051562,26,0
6642864,11729602,3901686,229229048,208618820,78,0
33105992,84619941,3553534,879461805,878426507,2,0
17117471,41044132,3838791,513865999,513859132,278,0
58241716,129689894,3260006,1334818806,1334789279,122,0
44810378,67599838,3803810,1115928366,1102564896,505,0
7161111,11779421,4025538,246403725,243075587,249,0
28119835,56133280,3995636,772145820,762313718,35,0
59127639,129722056,3480960,1348005936,1347761667,163,0
39933625,94947551,3898579,1022070506,979288033,304,0
